"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"E745_00082",656.601540252488,-2.54446861125838,0.110901607188733,-22.9434782394829,1.71182166107316e-116,6.4277697865085e-115
"E745_00083",1690.37981392894,-2.39268351086729,0.0834265032224466,-28.6801366286142,6.75022017917061e-181,5.99869566588961e-179
"E745_00084",1526.36367708353,-2.25602365263654,0.073989147033184,-30.4912780197982,3.40088803328191e-204,4.53338374836478e-202
"E745_00088",33.261796036164,-1.39511406071093,0.382410697429929,-3.64820877158271,0.000264075017710559,0.000734889349912682
"E745_00089",36.8636702267341,-0.908709326499461,0.350971679543568,-2.58912436376981,0.00962203373904483,0.0207879594394599
"E745_00093",14.3189394270541,4.17205343668104,0.825789235624525,5.05220128417612,4.36747079627249e-07,1.7588636167466e-06
"E745_00094",17.5351839164134,3.74318381339648,0.691312230872668,5.4146066657483,6.1423578622158e-08,2.67137456128341e-07
"E745_00095",2.70715062629689,-4.77695331650966,1.62092540698688,-2.94705314378994,0.00320818062240583,0.00748269815191462
"E745_00098",238.799426566306,-0.846748087510231,0.150805566983649,-5.61483308903338,1.96752073662731e-08,8.89052590482781e-08
"E745_00102",266.529972025004,-0.51672758753111,0.152197695597905,-3.3951078267063,0.000686015770227152,0.001800116184474
"E745_00103",187.376806303028,-1.20164141797006,0.164046023634115,-7.32502618076363,2.38852079494245e-13,1.50183878285768e-12
"E745_00104",31.5188153711436,1.00817034240061,0.366427209952273,2.75135228776248,0.00593497792477143,0.0132629095955076
"E745_00105",144.588173090097,1.76824495766693,0.187262979005039,9.4425762479158,3.6372448242278e-21,3.33226622040938e-20
"E745_00106",173.264067912948,1.08147499168802,0.164372689026773,6.57940803968881,4.72324925898969e-11,2.56459929215204e-10
"E745_00107",86.546033024702,0.82388215619061,0.222498619756466,3.70286412154998,0.000213179073029509,0.000603969616043221
"E745_00108",106.007137878682,1.1863928583774,0.215169380829661,5.51376247774124,3.51242557434245e-08,1.55550275435166e-07
"E745_00109",1102.63427992104,1.9756511034917,0.0799848794697042,24.7003073154598,1.06138248022558e-134,4.79600964793458e-133
"E745_00112",70.8544050745577,-0.695542776601033,0.251233362382906,-2.76851278828547,0.00563127756025556,0.0126265651603375
"E745_00115",45.1140980200467,1.75729286144283,0.354443256491418,4.95789616323362,7.12606296986259e-07,2.80207726809051e-06
"E745_00116",89.2751046485343,5.18319745560633,0.772245213116925,6.71185443116699,1.92166355521358e-11,1.07629307525197e-10
"E745_00117",157.07655628036,5.83978841941256,0.37284780111296,15.6626602114339,2.72266496254627e-55,5.25987303633939e-54
"E745_00118",112.666351592667,5.1929849710397,0.374254955659322,13.8755276116285,8.91347870186881e-44,1.39784318936366e-42
"E745_00119",333.533461940462,6.34486325007926,0.299366535010252,21.1942969840032,1.07796441589968e-99,3.54796683060314e-98
"E745_00124",129.021630564108,0.773330176643414,0.190278366208121,4.06420441826565,4.81965728764942e-05,0.000149757649520668
"E745_00125",86.8978864948381,1.2970487919895,0.233576776891051,5.55298694182468,2.80829061350894e-08,1.25619174087497e-07
"E745_00130",299.452531104203,-2.12216924481767,0.136019951965976,-15.6018967375354,7.06631117653996e-55,1.33608408486919e-53
"E745_00136",52.5333637761619,1.27808982963733,0.303366566787842,4.21302137269184,2.51977209723417e-05,8.21236236091234e-05
"E745_00137",514.880649692514,5.59115446159328,0.196423412346783,28.4648066887372,3.19582863014816e-178,2.74841262192742e-176
"E745_00138",933.273262535445,-2.590507764705,0.0971525777940286,-26.6643235159142,1.22101296597464e-156,7.93956235923995e-155
"E745_00139",19.8041276423455,-1.42746816986517,0.50157026198584,-2.84599841348941,0.00442724154528418,0.010131352755131
"E745_00140",36.272694232942,-0.990716029852183,0.350523660682788,-2.82638846097396,0.0047076135750277,0.0106994866078635
"E745_00141",57.8383259365685,-0.740438851415305,0.271323864327195,-2.72898535206764,0.00635295257765996,0.0141377058197341
"E745_00142",29.1964889011051,-1.177214535202,0.389679904903192,-3.02097829626205,0.00251959419599251,0.00601903057931544
"E745_00144",188.524661229763,-0.853404063340705,0.161345491418401,-5.28929600597057,1.22788040345716e-07,5.19607802478855e-07
"E745_00145",175.541627627278,-0.549650960906646,0.160225843796723,-3.43047630695572,0.00060252258878511,0.00159833355393145
"E745_00146",62.390135682248,-1.18127907824865,0.335122207969996,-3.52492031311279,0.000423610199750912,0.00115004561358038
"E745_00147",49.1844381780237,-2.55132899444601,0.349796907196802,-7.29374371801002,3.0145863038635e-13,1.88659321269955e-12
"E745_00148",45.0836788055694,-1.13431265378053,0.314965520883184,-3.60138675052379,0.000316524299416379,0.000869952352828933
"E745_00149",63.244133519439,1.33815392793531,0.268380397624058,4.9860345233178,6.16311365838255e-07,2.44143551459849e-06
"E745_00150",88.8684802582721,-0.57268158450246,0.21912334157825,-2.61351246461323,0.00896168147129787,0.0195194794137909
"E745_00154",346.661634391815,1.32767180122921,0.148713506785968,8.92771497305912,4.3489843889346e-19,3.6346057620375e-18
"E745_00156",305.963755449264,2.51438305795488,0.137357878223645,18.3053428785568,7.50182500825054e-75,1.88677976150905e-73
"E745_00157",60.013855096506,1.07465965835864,0.27138163586364,3.95995718331739,7.49632025915809e-05,0.00022775906097473
"E745_00159",161.979292599545,0.682966949445261,0.178194277181576,3.83270978309438,0.000126739439736448,0.000371304776194911
"E745_00161",68.1321975149133,0.866804374362562,0.25565464450139,3.39052856267529,0.000697579850347023,0.00182866064997558
"E745_00165",64.5659132027339,0.66945148633383,0.255692700895461,2.61818770731172,0.00883981639668759,0.0192697878279388
"E745_00166",37.6315378212292,-1.25881059160578,0.352733856301487,-3.56872630488254,0.000358720923626794,0.000981878832021595
"E745_00167",736.507588219383,-1.0055504729829,0.104407493415321,-9.63101823528065,5.91405014788875e-22,5.59108428874873e-21
"E745_00168",666.857074761269,0.327613094972811,0.0883880445935357,3.70653176545973,0.000210116892965507,0.000596656911240977
"E745_00172",119.897425044085,0.915195215134666,0.194572280400353,4.70362588777577,2.55581383798854e-06,9.33397218092802e-06
"E745_00173",97.2132464289497,1.77451028562087,0.242909041331033,7.30524593031756,2.76760068910579e-13,1.73609963227201e-12
"E745_00174",173.488629122103,2.28862807380001,0.178527007027867,12.8195062018979,1.27509982795267e-37,1.73439599047032e-36
"E745_00177",97.8947095416354,-1.16026971280472,0.216000677072365,-5.37160220296904,7.8040116390396e-08,3.35032126081797e-07
"E745_00179",4.54374859524313,-3.55636650262292,1.3646607697129,-2.60604436029263,0.00915945981821345,0.0199292207405001
"E745_00180",13.3053506513002,-2.10364585171039,0.684689721209078,-3.07240752496708,0.00212339614322189,0.00514166586542194
"E745_00182",29.8307611978584,-0.994574017403117,0.425479009550206,-2.33753956148043,0.019411146370581,0.039161207783701
"E745_00184",33.6932210745173,1.45464403117127,0.36906578658977,3.94142205543469,8.09999570303067e-05,0.000244559326662285
"E745_00185",191.87229553649,-1.34806391021781,0.168984607653851,-7.97743610459007,1.49404200851169e-15,1.04270052217072e-14
"E745_00186",117.529143201357,-1.57129795209404,0.208239218401812,-7.54563892504681,4.50075438943364e-14,2.94093411819365e-13
"E745_00187",572.724654367187,-2.12614904405433,0.112802451951186,-18.848429331788,3.02696962358085e-79,7.99000100640252e-78
"E745_00189",106.398864075532,0.570322202041298,0.220504719949096,2.58643988288757,0.00969730849612456,0.0209166864487606
"E745_00191",13.4419560691276,2.44704489682438,0.670412724739248,3.65005735500641,0.000262181759525993,0.000730383041688922
"E745_00192",66.82799316112,1.77732735093063,0.310122715350969,5.73104536673234,9.98135637524763e-09,4.65214966720458e-08
"E745_00194",103.638457681462,-2.08832543237446,0.264947880799411,-7.88202353637811,3.22121327543663e-15,2.2019883570036e-14
"E745_00196",41.4637017450155,0.940507111994477,0.342874783914112,2.74300460727397,0.0060879831294814,0.0135766148507762
"E745_00202",43.4708668432619,1.34510426485247,0.327761008219928,4.1039178887011,4.06211687861411e-05,0.000127492404201324
"E745_00203",292.130972016708,-0.867148563761273,0.128962923969329,-6.72401444594654,1.76784894036873e-11,9.94321787979546e-11
"E745_00206",318.279174363659,1.09837914851648,0.133275250521886,8.24143375619543,1.70159135275527e-16,1.26012292956821e-15
"E745_00207",40.0103167515727,-1.44493835681,0.33918167094118,-4.26007205165452,2.04361014196709e-05,6.71795886372904e-05
"E745_00208",323.781443204112,-0.30751682298221,0.1234771722176,-2.49047510126231,0.0127572434112432,0.0268012694518318
"E745_00210",1821.16732565712,5.0261652169821,0.0992819483489681,50.6251670174273,0,0
"E745_00219",33.6601374180731,1.85787314996495,0.383413586223248,4.84561115391246,1.262225189225e-06,4.79357885252686e-06
"E745_00224",134.654402110535,-0.958159250441244,0.190685148327688,-5.02482368891503,5.03895245995382e-07,2.0080489175242e-06
"E745_00225",82.4784611365994,-1.43010264203132,0.238566574746734,-5.99456417375123,2.04031883927264e-09,9.99906254687658e-09
"E745_00226",38.3069176572399,-1.56272115215001,0.362375513359578,-4.31243584220701,1.61465744349068e-05,5.35407555266933e-05
"E745_00227",43.0969046505801,-2.61328080050295,0.385098829416436,-6.78600037414557,1.15284851506603e-11,6.59548098962668e-11
"E745_00228",42.4667498304419,-1.90873595457011,0.356176451958418,-5.35896167215723,8.37016082396971e-08,3.57609755716398e-07
"E745_00231",1345.12322911407,-1.62992373859913,0.0721544132809699,-22.5893838572589,5.51108973416001e-113,2.01268016866721e-111
"E745_00232",305.654471985327,-2.09610784267542,0.155825526356054,-13.451633321526,3.01146078378639e-41,4.53590646868617e-40
"E745_00233",338.256984284028,-2.08855360360877,0.143846740537615,-14.5192973841672,9.14427134098997e-48,1.57281467065027e-46
"E745_00238",33.6325812555459,5.18687678590329,0.666457568253422,7.78275622181991,7.0961291044126e-15,4.71777560906833e-14
"E745_00239",16.8828958196482,1.60881684428853,0.526795892950801,3.0539661865564,0.00225837533774178,0.00543396087582995
"E745_00241",581.454023971272,0.61969288130876,0.107862286557911,5.74522292345478,9.17999634549089e-09,4.3087799748378e-08
"E745_00246",199.100158152307,1.09081383135665,0.154091714041733,7.07899083438856,1.45207988047638e-12,8.818325652278e-12
"E745_00247",89.2052566127107,1.29567492735794,0.223046735844287,5.80898403401195,6.28530822800943e-09,3.00837194539913e-08
"E745_00248",187.756278327098,1.66493602460319,0.178276810715243,9.33904986253403,9.72024486253055e-21,8.78446535712083e-20
"E745_00249",178.682143606258,-1.32375308092864,0.164572129732983,-8.04360424256777,8.72339337962777e-16,6.16885059684022e-15
"E745_00275",58.2130202138615,1.02224380498413,0.273809706958202,3.73340966008986,0.000188904969345587,0.000539208402864383
"E745_00290",67.2963076748396,0.787853897300999,0.256375348688028,3.07304856466408,0.00211884002334097,0.00513529772929729
"E745_00297",10.7366026189777,-2.92404563154675,0.785391782672655,-3.72304077539028,0.000196837717610611,0.000561250647219131
"E745_00298",31.5000081699394,-1.62597425183315,0.392857705612117,-4.13883762137158,3.49069892690293e-05,0.000111585171931933
"E745_00301",40.5476451402705,-1.09111702582334,0.353015818457505,-3.09084457062278,0.00199588079918973,0.0048682691771636
"E745_00302",67.4424678269578,-2.57619006036292,0.310758296689714,-8.29001216638535,1.13236885122258e-16,8.52795298689092e-16
"E745_00304",17.0128243080519,-1.41910525445173,0.531484408675443,-2.67007880435928,0.00758334468042562,0.0167499560215532
"E745_00305",32.0300793481602,1.80841249047604,0.403909238903916,4.47727438813607,7.5602055038504e-06,2.61420335580612e-05
"E745_00306",49.844214378799,0.982287877267889,0.295744260570703,3.32140977266084,0.00089563935574433,0.00229153025183722
"E745_00307",30.651454143822,1.9948246922989,0.412032268499961,4.84142831715882,1.28909177983025e-06,4.87477827663466e-06
"E745_00308",20.3523539312032,2.10614787108008,0.541963889050923,3.88614059650418,0.000101850532601781,0.000302712954198827
"E745_00312",48.1673962801579,-1.20686016970226,0.325607166734593,-3.70649141972352,0.000210150352458844,0.000596656911240977
"E745_00318",64.7474182992784,0.925195002694136,0.280596130621244,3.29724790090919,0.000976372818688307,0.00248378810555632
"E745_00319",33.732916164839,0.907489152728182,0.380701744503403,2.38372732941357,0.0171382956172869,0.0352008444650901
"E745_00321",33.3783770486093,1.42037615774722,0.365624302134569,3.88479690615437,0.000102415465171338,0.000304053040252546
"E745_00323",55.7278747052759,1.35448494534499,0.285564549081281,4.7431831076464,2.10385941699645e-06,7.79547110967729e-06
"E745_00325",34.8092124385759,1.78514199042278,0.388890303430088,4.59034842133496,4.42506714606958e-06,1.56461923228402e-05
"E745_00326",15.5991934584773,2.7117655923344,0.6081069176223,4.45935659297778,8.22060542604255e-06,2.83154186897021e-05
"E745_00327",10.6211272563763,-2.67521900695087,0.772077980248368,-3.46495959655562,0.000530311144836358,0.00141948746198166
"E745_00328",10.6460779690977,1.6164756938106,0.716124972231919,2.2572536309865,0.0239922309669318,0.0475917319626787
"E745_00330",2.43370911987557,-4.62065918266406,1.66020780413265,-2.78318122054489,0.00538287306112096,0.0121410656353202
"E745_00331",13.3305314534307,1.59222245572374,0.579129637569351,2.74933685384574,0.00597159819519444,0.0133335684994877
"E745_00335",251.523400662193,-0.627289502247172,0.144395493303695,-4.34424570944086,1.39755023796042e-05,4.65152176579587e-05
"E745_00336",154.580782227789,-5.07023526579562,0.324738003294852,-15.6133104667519,5.90897402716097e-55,1.1252374826008e-53
"E745_00337",49.1972989162771,-4.2204344869212,0.466911226416344,-9.03905121175614,1.58037510539246e-19,1.35475242153579e-18
"E745_00338",8.01993559765114,-3.80684586264068,1.04278175669262,-3.65066404183635,0.00026156318960912,0.000729422032947609
"E745_00339",2.97803213379502,-4.91691742409567,1.58592926414365,-3.10033841689064,0.00193299649239948,0.0047278611456303
"E745_00340",46.6669503164047,-1.48254574414377,0.337834793684112,-4.38837494497387,1.14200769899986e-05,3.85391458928308e-05
"E745_00341",12.6519897044529,-1.53578400524859,0.64828422703765,-2.36899795058472,0.0178363522917189,0.0364660392712597
"E745_00344",19.4312446735272,1.27415213200038,0.495719799862582,2.57030712179257,0.0101608390350155,0.0218458039252832
"E745_00346",125.928224781192,0.73869619300808,0.194482427222091,3.79826703913212,0.000145711291555753,0.000422705444273817
"E745_00351",25.7327299065047,2.12122693430582,0.432858965642145,4.90050363438583,9.55912893116608e-07,3.72582422960362e-06
"E745_00353",32.4774133082794,-4.87329885540288,0.67090815093152,-7.2637347580836,3.76546039082097e-13,2.3454947200768e-12
"E745_00354",55.5398792840077,-3.64585166041099,0.390365259093588,-9.33959048732079,9.67074270824065e-21,8.76945580277876e-20
"E745_00362",55.9645583647979,1.09266288824463,0.300846779876412,3.63195806414646,0.000281278838784861,0.000777087444767295
"E745_00363",16.3310849222622,-2.60119293302029,0.604812597024088,-4.30082466175336,1.70163664982832e-05,5.61455855005235e-05
"E745_00368",43.710991964732,-1.07178227348189,0.32257397223262,-3.32259377923084,0.000891846873697854,0.0022840189868189
"E745_00369",69.0797791455447,0.820183435758206,0.276618523571579,2.96503439165372,0.00302649093427495,0.00711518944512964
"E745_00370",30.5422161445446,-2.83238540965765,0.461182878813342,-6.1415666968071,8.17115022564493e-10,4.12581183741844e-09
"E745_00371",54.047472802468,-1.96691661790307,0.338895189351595,-5.80390834601798,6.47867001995402e-09,3.09536456508914e-08
"E745_00372",120.81299266799,-1.3351369326697,0.199724641862723,-6.68488835537571,2.31100759767029e-11,1.28625182784739e-10
"E745_00374",387.857568802431,0.94890250662531,0.123941022044146,7.65608102124025,1.91692813652759e-14,1.25875133300063e-13
"E745_00375",4.4142131277732,3.82395430476635,1.38728519229414,2.75642984298183,0.00584361471406788,0.0130696953252558
"E745_00376",11.3201270792709,3.50611945681811,0.836639344955519,4.19071787378649,2.7807325055571e-05,9.02975987797225e-05
"E745_00377",82.4962505419123,1.34088016256783,0.238202075193409,5.62917078484349,1.81078035988915e-08,8.19616373423508e-08
"E745_00379",11.8178809723856,-1.51668045909096,0.643030536249952,-2.35864453333118,0.0183418156850194,0.03738477111335
"E745_00382",85.1604722744624,-2.85129546693917,0.282125561749517,-10.1064768795061,5.17104775408331e-24,5.30231281245619e-23
"E745_00385",24.3900493968118,-1.70189130805292,0.451817158188179,-3.76676998031159,0.000165373234694991,0.000475736336331117
"E745_00386",27.2298781363217,-1.39075448192318,0.441705342195624,-3.14860235787512,0.0016405325885923,0.00404219952050562
"E745_00389",25.3766328069342,-1.89725580559033,0.469380953012002,-4.04203833456748,5.29885670942227e-05,0.00016426455799209
"E745_00390",92.5385535009288,-1.92198207933175,0.232769912037072,-8.25700393367702,1.49374503903448e-16,1.11549699553667e-15
"E745_00393",61.8426932026382,4.20120226897584,0.943895168000172,4.45092041087245,8.5503028742106e-06,2.92996239879762e-05
"E745_00394",25.8781585796657,3.27771726499293,0.52923214505931,6.19334501048798,5.89006053812819e-10,3.00821865797888e-09
"E745_00398",39.4367326720639,3.19327655612959,0.406648448184942,7.85267119641706,4.07268390260612e-15,2.75787488686175e-14
"E745_00399",203.57604043534,-0.776576000676389,0.15590841249397,-4.98097561416978,6.32645125546332e-07,2.49871393289855e-06
"E745_00400",198.959847921263,-2.23316892984799,0.170560975268341,-13.0930825549899,3.60667836997868e-39,5.11457687998041e-38
"E745_00401",154.124793575276,-1.61052834661996,0.19072265229127,-8.44434747142872,3.05748492513999e-17,2.34231460069633e-16
"E745_00402",232.841896051406,-1.19681693043443,0.147359749986007,-8.12173562012747,4.59563577678903e-16,3.32031571298633e-15
"E745_00403",177.752669947867,3.35786304582502,0.216112300688386,15.5375840946081,1.93127783815581e-54,3.62590613839675e-53
"E745_00404",110.331946357207,2.89268840251048,0.251328513994403,11.5095909991928,1.18036870353491e-30,1.38628324388726e-29
"E745_00405",101.809949726272,3.1200495829599,0.260031363989636,11.9987432865378,3.60732083053025e-33,4.60149154746108e-32
"E745_00406",65.0713550274987,2.40076408939047,0.298210718614686,8.05056270459703,8.24142378966449e-16,5.84352016575679e-15
"E745_00407",60.6181565477247,2.08702069098587,0.317357618187352,6.57624260891004,4.82485077656614e-11,2.6144414980336e-10
"E745_00408",103.820948581191,2.46908540338513,0.245767837206675,10.0464138491352,9.52715276407458e-24,9.69442338512322e-23
"E745_00409",154.748569118536,2.27271443291299,0.194904341061656,11.6606660505013,2.02452461072802e-31,2.45335573281859e-30
"E745_00410",84.3890836829665,2.20961134341098,0.277076580811338,7.97473152346827,1.5271241852344e-15,1.06300602554436e-14
"E745_00411",127.149263017926,1.73641278491493,0.201071435400358,8.63580041320896,5.83172529312864e-18,4.61346576601809e-17
"E745_00412",134.161472580981,0.725543545214188,0.195250697389703,3.71595878997587,0.000202434577604686,0.000575977143963812
"E745_00420",24.6933725865971,-4.45648392018986,0.698449068229502,-6.38054243738429,1.7646181670022e-10,9.37145823352165e-10
"E745_00424",110.091702213316,0.808650230662509,0.210938130589941,3.83358963313517,0.000126286754287843,0.000370385574181946
"E745_00425",84.0014625340745,0.686563550551391,0.229349522676318,2.99352509017575,0.00275774832928266,0.00653525070743785
"E745_00430",164.531672758026,0.667380863707353,0.18236891253242,3.6595100252556,0.00025269795753484,0.000707660456709961
"E745_00431",241.965210168638,-0.754456025029901,0.179403859587052,-4.2053500229398,2.60678405565457e-05,8.47522718582328e-05
"E745_00433",33.4517135399195,-2.21981419447974,0.425182958320067,-5.22084470000963,1.7810885684223e-07,7.40777242342255e-07
"E745_00434",5.6034387573427,-3.88011503293388,1.29731419203102,-2.99088305421168,0.00278172001694297,0.00658035986261753
"E745_00436",67.8668388919707,1.12820183468075,0.269409575471566,4.18768276036952,2.81817063203307e-05,9.1401981812654e-05
"E745_00437",103.325310020292,1.42250826044161,0.224703026555229,6.33061459940763,2.44186576250988e-10,1.28149884308097e-09
"E745_00439",211.815511306165,3.46559368608054,0.198665832324133,17.4443367817081,3.80105032430614e-68,9.12936951765781e-67
"E745_00440",62.0958877886653,4.02341576006341,0.378463247789549,10.6309285870228,2.13971285815304e-26,2.29095360635984e-25
"E745_00441",51.9188548134488,4.18962271120006,0.42770503639893,9.79558890976516,1.17610048037725e-22,1.140175956613e-21
"E745_00442",25.2014246233429,-1.14683615987917,0.424697677499918,-2.70035891561801,0.00692647075711192,0.015375496285146
"E745_00444",7.80660581548482,2.45164886688908,0.817438894613308,2.99918303746586,0.00270704625174256,0.00642652298053933
"E745_00450",23.0348618823522,3.83521510864932,0.605508893986176,6.33387080972734,2.39085727423091e-10,1.25720423927014e-09
"E745_00451",17.2785464481225,1.78603888731698,0.512544766190567,3.4846495469879,0.000492782001814489,0.00132301794243447
"E745_00463",268.726033593168,-2.26655477201605,0.152469187768725,-14.8656578105086,5.50712918067458e-50,9.85369556756942e-49
"E745_00464",139.513076325532,-2.33827649383746,0.210229099476986,-11.1225158631926,9.74835997666611e-29,1.09198015536941e-27
"E745_00465",215.421265787167,0.979758146304244,0.155468502622566,6.30197197359533,2.93882317307369e-10,1.53324903706741e-09
"E745_00467",44.2964130473053,-0.80456148706198,0.314760316658681,-2.55610839257869,0.0105850140664147,0.0227028539831549
"E745_00469",73.093873369999,-0.915648467325672,0.251645828599579,-3.63863956108989,0.000274082085617749,0.00076035675364924
"E745_00475",87.615983557193,-1.44032646127901,0.228222668286345,-6.31105784580465,2.7713457612053e-10,1.44870741164183e-09
"E745_00478",14.6262603090345,2.05139991990829,0.571414947918124,3.59003545038907,0.000330632991938458,0.000905927601755324
"E745_00480",52.0591442677716,5.39852586345852,0.572072957452964,9.43677863658219,3.84416019637698e-21,3.5097709190209e-20
"E745_00481",65.1740545132871,3.96859372804048,0.364959919975133,10.8740535900788,1.53237775761768e-27,1.68814838917716e-26
"E745_00482",11.8759192758346,2.01091986229597,0.707308387383699,2.84305954540461,0.00446827215731077,0.01020772371156
"E745_00485",208.109863863579,0.415407408698678,0.144320336726911,2.87837056176449,0.00399735284345409,0.00919494623006782
"E745_00486",31.558484285332,-1.87756374776588,0.459090927865215,-4.08974264966768,4.31852075480834e-05,0.000135131177609378
"E745_00487",40.4837096230985,1.35679580766433,0.336282055734881,4.03469582906916,5.46730760546821e-05,0.000169093295547312
"E745_00488",25.4471002112404,-2.81328831826984,0.964936224725859,-2.91551736392641,0.00355099346615385,0.00821070995729936
"E745_00491",205.128975847938,-0.954290476590511,0.173905256784494,-5.48741593115316,4.0785601400804e-08,1.80023863136661e-07
"E745_00492",53.5945536473261,-1.40592337351849,0.316920002264202,-4.43620902269979,9.15569503057389e-06,3.13338677169576e-05
"E745_00494",42.3576604822678,-2.22312573233097,0.390700281644404,-5.69010527193412,1.26961075462392e-08,5.80580149541572e-08
"E745_00495",33.3542583951239,-1.92695664238953,0.396826870284011,-4.85591270825587,1.19833486308508e-06,4.59017348417358e-06
"E745_00498",191.058763272677,1.08048387793339,0.174095492313356,6.20627141792172,5.42564413568512e-10,2.78168601264164e-09
"E745_00499",100.108242469625,0.853521489419423,0.224015413553031,3.81010161703614,0.00013890968448282,0.000404735758285463
"E745_00500",73.8699582541447,0.661644109957334,0.269226482317936,2.45757439706835,0.0139878834796761,0.0292254681479753
"E745_00501",234.262514686298,0.855674833853004,0.14185783049072,6.03191823033683,1.62024763057738e-09,7.98443656768816e-09
"E745_00517",2.00310321561604,-4.33704361769606,1.77270562394904,-2.44656730316818,0.0144223867488727,0.0300069753128156
"E745_00519",279.876637315876,-2.62045793566385,0.148314915632709,-17.6682023145482,7.37085659493758e-70,1.78642760746396e-68
"E745_00520",8.89203915075122,1.70683918775458,0.709589639142272,2.40538910604409,0.0161552542427768,0.0333358419591664
"E745_00521",60.7881518489568,1.66145630053364,0.304978406027064,5.44778340924964,5.1001409996138e-08,2.22901244343777e-07
"E745_00530",75.9784719364561,1.30593039902956,0.241977567004953,5.39690689179809,6.77995487808543e-08,2.93908287885785e-07
"E745_00531",62.4335691965344,2.45993165684395,0.317197247933707,7.75521122225521,8.81965556498712e-15,5.83454137376071e-14
"E745_00536",34.2452497585724,1.26919132773842,0.357839870823156,3.54681362034598,0.000389920336078506,0.00106399960694503
"E745_00537",11.9072374197554,2.22727861616039,0.642853253728337,3.46467658558607,0.000530869484458753,0.00141955671571418
"E745_00538",53.7161805356308,-4.15269537177677,0.435923036190527,-9.52621226000494,1.63126732983622e-21,1.52061493053963e-20
"E745_00539",131.459180049573,-4.60317152119386,0.31952801911189,-14.4061592281895,4.73309169925079e-47,8.08873235269398e-46
"E745_00540",137.074338844541,-3.87150722736421,0.26527389471823,-14.5943769984471,3.04986019077786e-48,5.27982290169726e-47
"E745_00543",13.3930234618023,-1.66730626279214,0.588856637209632,-2.83142985479942,0.00463403966887995,0.0105592732967812
"E745_00544",22.9760392878349,-1.08662898485112,0.466792129725487,-2.32786483673181,0.0199192819303857,0.040048873021424
"E745_00546",53.5788046963052,-0.701988873205841,0.279778761301695,-2.50908564302657,0.0121044133190646,0.0255101706787558
"E745_00548",111.87234019246,2.4463298278322,0.271497468823827,9.01050694295646,2.05106165305998e-19,1.74144279205666e-18
"E745_00549",64.1669459413922,-2.23100118758631,0.287891752410917,-7.74944460514427,9.22953313486403e-15,6.09057805384839e-14
"E745_00550",104.552044093823,-1.79225877844417,0.226505762831036,-7.91264096790825,2.51985283808012e-15,1.7403957684771e-14
"E745_00557",76.8546786054289,2.40586148776592,0.26595038722867,9.04627931862084,1.47922750465898e-19,1.27213565400672e-18
"E745_00558",37.8311134639172,3.71852629368867,0.800045705230596,4.64789232587266,3.35343871217558e-06,1.20651384705264e-05
"E745_00559",45.6192653817951,1.99367180851132,0.349532133762113,5.70382982260562,1.17145035363783e-08,5.41262849705103e-08
"E745_00562",57.623672141176,2.0580591501734,0.296609880311293,6.93860618538215,3.95987297572551e-12,2.3512297000633e-11
"E745_00572",117.175596290208,-1.10958113154905,0.207386365756633,-5.35030896318004,8.78041974295594e-08,3.73939281704801e-07
"E745_00573",112.590983927363,-0.716627467817027,0.203000110958825,-3.53018264094635,0.00041527288742317,0.0011285601609278
"E745_00574",73.3599753461166,-0.702633608878542,0.258840345377235,-2.71454439552119,0.00663670042026802,0.0147568334615801
"E745_00575",35.3139532321981,-2.08225639872276,0.414760321179482,-5.02038476776494,5.15680791704077e-07,2.05194774728816e-06
"E745_00576",39.9814946599229,-1.83652060401408,0.360835784310324,-5.08962991994898,3.58762989826144e-07,1.45580233010122e-06
"E745_00578",31.3250023541192,-0.928994851407422,0.400695279753137,-2.31845718766581,0.0204244871315274,0.0410027731119367
"E745_00579",68.7916182114666,-0.720590429953533,0.287190050919836,-2.50910652247725,0.0121036978432442,0.0255101706787558
"E745_00581",16.471400337049,1.27509581557441,0.509882779472857,2.5007626593953,0.0123926198801507,0.0260969388629397
"E745_00584",156.186223184482,-2.04845210793771,0.183571935776928,-11.1588522464945,6.48230306709285e-29,7.32280507494472e-28
"E745_00589",23.0739510706604,1.27921524143179,0.452086460719778,2.82958095979056,0.00466090059480642,0.0106114098938974
"E745_00590",137.799527564619,-1.10795111569813,0.184716959597789,-5.99810173419175,1.99637442108381e-09,9.80172045416102e-09
"E745_00593",51.0509163911223,1.07829263579532,0.323355494923337,3.33469711424255,0.000853923553524516,0.00219745192441733
"E745_00596",83.7484877317843,0.711185610078323,0.238337459944213,2.98394390141101,0.00284558938505591,0.00671952285257667
"E745_00597",41.088616998076,0.784860908713256,0.330063126834744,2.37791151117046,0.0174110035661017,0.0357121810907097
"E745_00602",10.0570419765333,-2.80722562544818,0.832240088408405,-3.37309589449936,0.000743280614854348,0.00193892966653786
"E745_00604",19.5073632665572,-1.54197680564766,0.499087616511078,-3.08959139564913,0.00200432028348312,0.00488438562684278
"E745_00607",174.582000330225,-1.20722651467387,0.166184607516218,-7.26437022487813,3.74780235464571e-13,2.33996278161252e-12
"E745_00608",108.558996723918,5.89224695866402,0.455815829888657,12.9268151132516,3.17709258211474e-38,4.36604578552468e-37
"E745_00609",41.0679693030759,5.48160441376055,0.660286795224225,8.30185376022712,1.0249932764682e-16,7.7631593041597e-16
